"Analysis","Pipeline version","Sample","MGnify ID","Experiment type","Assembly","ENA run","ENA WGS sequence set"
"MGYA00083323","3.0","ERS1370015","MGYS00001282","metagenomic",,"ERR1662422",
"MGYA00083472","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662532",
"MGYA00083395","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662329",
"MGYA00103333","3.0","ERS1569000","MGYS00000991","metagenomic",,"ERR1855261",
"MGYA00126375","3.0","SRS086237","MGYS00000355","metagenomic",,"SRR063390",
"MGYA00100634","3.0","ERS1286211","MGYS00001512","metagenomic",,"ERR1560110",
"MGYA00083301","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662481",
"MGYA00083132","3.0","ERS1370024","MGYS00001282","metagenomic",,"ERR1662287",
"MGYA00102609","3.0","SRS1044034","MGYS00001539","metagenomic",,"SRR2135688",
"MGYA00083243","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662371",
"MGYA00133827","3.0","ERS488499","MGYS00001918","metagenomic",,"ERR594396",
"MGYA00126371","3.0","SRS085713","MGYS00000355","metagenomic",,"SRR063768",
"MGYA00083443","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662345",
"MGYA00102560","3.0","SRS1043974","MGYS00001539","metagenomic",,"SRR2135768",
"MGYA00083254","3.0","ERS1370019","MGYS00001282","metagenomic",,"ERR1662242",
"MGYA00134821","3.0","SRS981330","MGYS00001932","metagenomic",,"SRR2090063",
"MGYA00100633","3.0","ERS1286097","MGYS00001512","metagenomic",,"ERR1560012",
"MGYA00126433","3.0","SRS085706","MGYS00000355","metagenomic",,"SRR062179",
"MGYA00133866","3.0","ERS492198","MGYS00001918","metagenomic",,"ERR594383",
"MGYA00133882","3.0","ERS489996","MGYS00001918","metagenomic",,"ERR599351",
"MGYA00104118","3.0","ERS614329","MGYS00001609","metagenomic",,"ERR694127",
"MGYA00134778","3.0","SRS981322","MGYS00001932","metagenomic",,"SRR2090071",
"MGYA00083280","3.0","ERS1370023","MGYS00001282","metagenomic",,"ERR1662264",
"MGYA00103979","3.0","ERS714917","MGYS00001608","metagenomic",,"ERR868032",
"MGYA00126358","3.0","SRS085673","MGYS00000355","metagenomic",,"SRR062146",
"MGYA00104163","3.0","ERS614331","MGYS00001609","metagenomic",,"ERR694166",
"MGYA00126445","3.0","SRS085695","MGYS00000355","metagenomic",,"SRR062168",
"MGYA00096484","3.0","ERS1507288","MGYS00001432","metagenomic",,"ERR1801669",
"MGYA00104116","3.0","ERS614329","MGYS00001609","metagenomic",,"ERR694143",
"MGYA00083505","3.0","ERS1372604","MGYS00001282","metagenomic",,"ERR1664682",
"MGYA00083441","3.0","ERS1370017","MGYS00001282","metagenomic",,"ERR1662205",
"MGYA00133918","3.0","ERS492797","MGYS00001918","metagenomic",,"ERR599343",
"MGYA00083220","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662312",
"MGYA00096443","3.0","ERS1507288","MGYS00001432","metagenomic",,"ERR1801663",
"MGYA00083399","3.0","ERS1370019","MGYS00001282","metagenomic",,"ERR1662240",
"MGYA00133911","3.0","ERS490120","MGYS00001918","metagenomic",,"ERR594382",
"MGYA00126378","3.0","SRS085769","MGYS00000355","metagenomic",,"SRR062246",
"MGYA00083144","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662357",
"MGYA00083356","3.0","ERS1372603","MGYS00001282","metagenomic",,"ERR1664673",
"MGYA00133922","3.0","ERS488791","MGYS00001918","metagenomic",,"ERR599372",
"MGYA00104183","3.0","ERS614329","MGYS00001609","metagenomic",,"ERR694136",
"MGYA00083184","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662507",
"MGYA00126459","3.0","SRS086235","MGYS00000355","metagenomic",,"SRR063388",
"MGYA00098669","3.0","ERS903621","MGYS00001488","metagenomic",,"ERR1055650",
"MGYA00085843","3.0","ERS1396365","MGYS00001320","metagenomic",,"ERR1739698",
"MGYA00084049","3.0","ERS1418490","MGYS00001291","metagenomic",,"ERR1698995",
"MGYA00133895","3.0","ERS493651","MGYS00001918","metagenomic",,"ERR599363",
"MGYA00134046","3.0","ERS1573130","MGYS00001926","metagenomic",,"ERR2021513",
"MGYA00102604","3.0","SRS1044026","MGYS00001539","metagenomic",,"SRR2135734",
"MGYA00134834","3.0","SRS981321","MGYS00001932","metagenomic",,"SRR2090072",
"MGYA00083298","3.0","ERS1372611","MGYS00001282","metagenomic",,"ERR1664720",
"MGYA00104200","3.0","ERS614333","MGYS00001609","metagenomic",,"ERR694185",
"MGYA00133894","3.0","ERS490204","MGYS00001918","metagenomic",,"ERR594395",
"MGYA00104082","3.0","ERS614325","MGYS00001609","metagenomic",,"ERR694205",
"MGYA00083193","3.0","ERS1370016","MGYS00001282","metagenomic",,"ERR1662459",
"MGYA00083345","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662489",
"MGYA00103356","3.0","ERS1176156","MGYS00000991","metagenomic",,"ERR1424908",
"MGYA00103973","3.0","ERS714917","MGYS00001608","metagenomic",,"ERR868051",
"MGYA00134771","3.0","SRS981286","MGYS00001932","metagenomic",,"SRR2090124",
"MGYA00083309","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662383",
"MGYA00104092","3.0","ERS614331","MGYS00001609","metagenomic",,"ERR694171",
"MGYA00083358","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662315",
"MGYA00103336","3.0","ERS1568980","MGYS00000991","metagenomic",,"ERR1855271",
"MGYA00083233","3.0","ERS1370016","MGYS00001282","metagenomic",,"ERR1662457",
"MGYA00102584","3.0","SRS1043980","MGYS00001539","metagenomic",,"SRR2135756",
"MGYA00083334","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662501",
"MGYA00103995","3.0","ERS714918","MGYS00001608","metagenomic",,"ERR868111",
"MGYA00102621","3.0","SRS1044000","MGYS00001539","metagenomic",,"SRR2135726",
"MGYA00100648","3.0","ERS1286209","MGYS00001512","metagenomic",,"ERR1560108",
"MGYA00102586","3.0","SRS1044017","MGYS00001539","metagenomic",,"SRR2135767",
"MGYA00103349","3.0","ERS1568990","MGYS00000991","metagenomic",,"ERR1855244",
"MGYA00126448","3.0","SRS085719","MGYS00000355","metagenomic",,"SRR062192",
"MGYA00104210","3.0","ERS614327","MGYS00001609","metagenomic",,"ERR694119",
"MGYA00103958","3.0","ERS714918","MGYS00001608","metagenomic",,"ERR868093",
"MGYA00083230","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662348",
"MGYA00083273","3.0","ERS1370014","MGYS00001282","metagenomic",,"ERR1662404",
"MGYA00083295","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662320",
"MGYA00102605","3.0","SRS1043968","MGYS00001539","metagenomic",,"SRR2135739",
"MGYA00126342","3.0","SRS085727","MGYS00000355","metagenomic",,"SRR063767",
"MGYA00126469","3.0","SRS085773","MGYS00000355","metagenomic",,"SRR062250",
"MGYA00104174","3.0","ERS614327","MGYS00001609","metagenomic",,"ERR694118",
"MGYA00083222","3.0","ERS1370013","MGYS00001282","metagenomic",,"ERR1662193",
"MGYA00133836","3.0","ERS492198","MGYS00001918","metagenomic",,"ERR594387",
"MGYA00102585","3.0","SRS1043965","MGYS00001539","metagenomic",,"SRR2135743",
"MGYA00083121","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662469",
"MGYA00133841","3.0","ERS490346","MGYS00001918","metagenomic",,"ERR594353",
"MGYA00103991","3.0","ERS714918","MGYS00001608","metagenomic",,"ERR868094",
"MGYA00104077","3.0","ERS614333","MGYS00001609","metagenomic",,"ERR694179",
"MGYA00083126","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662384",
"MGYA00083112","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662529",
"MGYA00085837","3.0","ERS1396359","MGYS00001320","metagenomic",,"ERR1739692",
"MGYA00126430","3.0","SRS085701","MGYS00000355","metagenomic",,"SRR062174",
"MGYA00102573","3.0","SRS1044003","MGYS00001539","metagenomic",,"SRR2135721",
"MGYA00134785","3.0","SRS981288","MGYS00001932","metagenomic",,"SRR2090122",
"MGYA00083288","3.0","ERS1370022","MGYS00001282","metagenomic",,"ERR1662254",
"MGYA00096449","3.0","ERS1507287","MGYS00001432","metagenomic",,"ERR1801634",
"MGYA00104094","3.0","ERS614325","MGYS00001609","metagenomic",,"ERR694199",
"MGYA00104207","3.0","ERS614333","MGYS00001609","metagenomic",,"ERR694195",
"MGYA00083151","3.0","ERS1370016","MGYS00001282","metagenomic",,"ERR1662447",
"MGYA00102616","3.0","SRS1044016","MGYS00001539","metagenomic",,"SRR2135776",
"MGYA00103985","3.0","ERS714917","MGYS00001608","metagenomic",,"ERR868043",
"MGYA00104134","3.0","ERS614333","MGYS00001609","metagenomic",,"ERR694189",
"MGYA00098660","3.0","ERS903635","MGYS00001488","metagenomic",,"ERR1055664",
"MGYA00134051","3.0","ERS1573120","MGYS00001926","metagenomic",,"ERR2021503",
"MGYA00104137","3.0","ERS614325","MGYS00001609","metagenomic",,"ERR694206",
"MGYA00133850","3.0","ERS488558","MGYS00001918","metagenomic",,"ERR594410",
"MGYA00133920","3.0","ERS492198","MGYS00001918","metagenomic",,"ERR594357",
"MGYA00103977","3.0","ERS714918","MGYS00001608","metagenomic",,"ERR868112",
"MGYA00103318","3.0","ERS1569001","MGYS00000991","metagenomic",,"ERR1855251",
"MGYA00103338","3.0","ERS1568986","MGYS00000991","metagenomic",,"ERR1855247",
"MGYA00083314","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662378",
"MGYA00083117","3.0","ERS1370015","MGYS00001282","metagenomic",,"ERR1662433",
"MGYA00126463","3.0","SRS085777","MGYS00000355","metagenomic",,"SRR062254",
"MGYA00104110","3.0","ERS614331","MGYS00001609","metagenomic",,"ERR694162",
"MGYA00134053","3.0","ERS1573126","MGYS00001926","metagenomic",,"ERR2021509",
"MGYA00083228","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662488",
"MGYA00102565","3.0","SRS1044030","MGYS00001539","metagenomic",,"SRR2135718",
"MGYA00083133","3.0","ERS1370015","MGYS00001282","metagenomic",,"ERR1662440",
"MGYA00131529","3.0","SRS172669","MGYS00001836","metagenomic",,"SRR100498",
"MGYA00083319","3.0","ERS1370024","MGYS00001282","metagenomic",,"ERR1662279",
"MGYA00133825","3.0","ERS488636","MGYS00001918","metagenomic",,"ERR599350",
"MGYA00083481","3.0","ERS1370014","MGYS00001282","metagenomic",,"ERR1662405",
"MGYA00083373","3.0","ERS1370023","MGYS00001282","metagenomic",,"ERR1662268",
"MGYA00126382","3.0","SRS085689","MGYS00000355","metagenomic",,"SRR062162",
"MGYA00103993","3.0","ERS714918","MGYS00001608","metagenomic",,"ERR868100",
"MGYA00083393","3.0","ERS1370016","MGYS00001282","metagenomic",,"ERR1662449",
"MGYA00134796","3.0","SRS981313","MGYS00001932","metagenomic",,"SRR2090080",
"MGYA00102558","3.0","SRS1044011","MGYS00001539","metagenomic",,"SRR2135684",
"MGYA00083269","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662524",
"MGYA00083107","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662350",
"MGYA00083207","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662321",
"MGYA00083267","3.0","ERS1370018","MGYS00001282","metagenomic",,"ERR1662213",
"MGYA00083444","3.0","ERS1370019","MGYS00001282","metagenomic",,"ERR1662235",
"MGYA00126399","3.0","SRS085779","MGYS00000355","metagenomic",,"SRR062256",
"MGYA00103989","3.0","ERS714917","MGYS00001608","metagenomic",,"ERR868047",
"MGYA00083421","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662365",
"MGYA00104128","3.0","ERS614327","MGYS00001609","metagenomic",,"ERR694126",
"MGYA00083237","3.0","ERS1370015","MGYS00001282","metagenomic",,"ERR1662432",
"MGYA00126427","3.0","SRS085781","MGYS00000355","metagenomic",,"SRR062258",
"MGYA00083236","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662362",
"MGYA00083145","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662328",
"MGYA00126400","3.0","SRS085751","MGYS00000355","metagenomic",,"SRR062228",
"MGYA00134765","3.0","SRS981289","MGYS00001932","metagenomic",,"SRR2090121",
"MGYA00103968","3.0","ERS714918","MGYS00001608","metagenomic",,"ERR868104",
"MGYA00103368","3.0","ERS1568970","MGYS00000991","metagenomic",,"ERR1855282",
"MGYA00133861","3.0","ERS491995","MGYS00001918","metagenomic",,"ERR599346",
"MGYA00103951","3.0","ERS714917","MGYS00001608","metagenomic",,"ERR868033",
"MGYA00100657","3.0","ERS1286208","MGYS00001512","metagenomic",,"ERR1560107",
"MGYA00083127","3.0","ERS1370013","MGYS00001282","metagenomic",,"ERR1662184",
"MGYA00083195","3.0","ERS1370018","MGYS00001282","metagenomic",,"ERR1662212",
"MGYA00102583","3.0","SRS1043983","MGYS00001539","metagenomic",,"SRR2135753",
"MGYA00083142","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662385",
"MGYA00083392","3.0","ERS1372609","MGYS00001282","metagenomic",,"ERR1664711",
"MGYA00104176","3.0","ERS614329","MGYS00001609","metagenomic",,"ERR694128",
"MGYA00100660","3.0","ERS1286203","MGYS00001512","metagenomic",,"ERR1560102",
"MGYA00104101","3.0","ERS614323","MGYS00001609","metagenomic",,"ERR694209",
"MGYA00134823","3.0","SRS981314","MGYS00001932","metagenomic",,"SRR2090079",
"MGYA00104095","3.0","ERS614325","MGYS00001609","metagenomic",,"ERR694200",
"MGYA00133830","3.0","ERS489084","MGYS00001918","metagenomic",,"ERR594371",
"MGYA00133890","3.0","ERS490522","MGYS00001918","metagenomic",,"ERR594388",
"MGYA00126442","3.0","SRS085757","MGYS00000355","metagenomic",,"SRR062234",
"MGYA00096486","3.0","ERS1507287","MGYS00001432","metagenomic",,"ERR1800786",
"MGYA00134783","3.0","SRS981282","MGYS00001932","metagenomic",,"SRR2090128",
"MGYA00083424","3.0","ERS1370015","MGYS00001282","metagenomic",,"ERR1662430",
"MGYA00103321","3.0","ERS1568983","MGYS00000991","metagenomic",,"ERR1855245",
"MGYA00126415","3.0","SRS085687","MGYS00000355","metagenomic",,"SRR062160",
"MGYA00098667","3.0","ERS903619","MGYS00001488","metagenomic",,"ERR1055648",
"MGYA00083296","3.0","ERS1370015","MGYS00001282","metagenomic",,"ERR1662417",
"MGYA00102581","3.0","SRS1044036","MGYS00001539","metagenomic",,"SRR2135682",
"MGYA00134779","3.0","SRS981279","MGYS00001932","metagenomic",,"SRR2090131",
"MGYA00083189","3.0","ERS1370023","MGYS00001282","metagenomic",,"ERR1662256",
"MGYA00083389","3.0","ERS1370024","MGYS00001282","metagenomic",,"ERR1662277",
"MGYA00103325","3.0","ERS1568968","MGYS00000991","metagenomic",,"ERR1855285",
"MGYA00083169","3.0","ERS1370026","MGYS00001282","metagenomic",,"ERR1662338",
"MGYA00102601","3.0","SRS1044004","MGYS00001539","metagenomic",,"SRR2135719",
"MGYA00102624","3.0","SRS1044027","MGYS00001539","metagenomic",,"SRR2135725",
"MGYA00098656","3.0","ERS903633","MGYS00001488","metagenomic",,"ERR1055662",
"MGYA00102594","3.0","SRS1044001","MGYS00001539","metagenomic",,"SRR2135724",
"MGYA00134776","3.0","SRS981325","MGYS00001932","metagenomic",,"SRR2090068",
"MGYA00133898","3.0","ERS492748","MGYS00001918","metagenomic",,"ERR599378",
"MGYA00131530","3.0","SRS172670","MGYS00001836","metagenomic",,"SRR107109",
"MGYA00104088","3.0","ERS614329","MGYS00001609","metagenomic",,"ERR694148",
"MGYA00103330","3.0","ERS1569009","MGYS00000991","metagenomic",,"ERR1855253",
"MGYA00104194","3.0","ERS614331","MGYS00001609","metagenomic",,"ERR694167",
"MGYA00083488","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662497",
"MGYA00083234","3.0","ERS1370020","MGYS00001282","metagenomic",,"ERR1662472",
"MGYA00104103","3.0","ERS614331","MGYS00001609","metagenomic",,"ERR694154",
"MGYA00083244","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662353",
"MGYA00083307","3.0","ERS1370016","MGYS00001282","metagenomic",,"ERR1662465",
"MGYA00083255","3.0","ERS1370018","MGYS00001282","metagenomic",,"ERR1662219",
"MGYA00083113","3.0","ERS1370015","MGYS00001282","metagenomic",,"ERR1662423",
"MGYA00103360","3.0","ERS1176152","MGYS00000991","metagenomic",,"ERR1424904",
"MGYA00126416","3.0","SRS085766","MGYS00000355","metagenomic",,"SRR062243",
"MGYA00126409","3.0","SRS085752","MGYS00000355","metagenomic",,"SRR062229",
"MGYA00133840","3.0","ERS490204","MGYS00001918","metagenomic",,"ERR594404",
"MGYA00083125","3.0","ERS1370017","MGYS00001282","metagenomic",,"ERR1662202",
"MGYA00083213","3.0","ERS1370018","MGYS00001282","metagenomic",,"ERR1662231",
"MGYA00126421","3.0","SRS085754","MGYS00000355","metagenomic",,"SRR062231",
"MGYA00083490","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662521",
"MGYA00126462","3.0","SRS085697","MGYS00000355","metagenomic",,"SRR062170",
"MGYA00100708","3.0","ERS1115622","MGYS00001519","metagenomic",,"ERR1358766",
"MGYA00133844","3.0","ERS489257","MGYS00001918","metagenomic",,"ERR599356",
"MGYA00085835","3.0","ERS1396362","MGYS00001320","metagenomic",,"ERR1739695",
"MGYA00104164","3.0","ERS614333","MGYS00001609","metagenomic",,"ERR694177",
"MGYA00126420","3.0","SRS085722","MGYS00000355","metagenomic",,"SRR063770",
"MGYA00102563","3.0","SRS1043966","MGYS00001539","metagenomic",,"SRR2135742",
"MGYA00126345","3.0","SRS085784","MGYS00000355","metagenomic",,"SRR062264",
"MGYA00133917","3.0","ERS491955","MGYS00001918","metagenomic",,"ERR599353",
"MGYA00133897","3.0","ERS492399","MGYS00001918","metagenomic",,"ERR599368",
"MGYA00133863","3.0","ERS489867","MGYS00001918","metagenomic",,"ERR599362",
"MGYA00104148","3.0","ERS614331","MGYS00001609","metagenomic",,"ERR694157",
"MGYA00083174","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662518",
"MGYA00104120","3.0","ERS614333","MGYS00001609","metagenomic",,"ERR694187",
"MGYA00133820","3.0","ERS489113","MGYS00001918","metagenomic",,"ERR594398",
"MGYA00083456","3.0","ERS1370024","MGYS00001282","metagenomic",,"ERR1662272",
"MGYA00126337","3.0","SRS085750","MGYS00000355","metagenomic",,"SRR062226",
"MGYA00100745","3.0","ERS955803","MGYS00001522","metagenomic",,"ERR1111514",
"MGYA00083211","3.0","ERS1372603","MGYS00001282","metagenomic",,"ERR1664671",
"MGYA00103328","3.0","ERS1568985","MGYS00000991","metagenomic",,"ERR1855266",
"MGYA00083146","3.0","ERS1372610","MGYS00001282","metagenomic",,"ERR1664718",
"MGYA00083447","3.0","ERS1370014","MGYS00001282","metagenomic",,"ERR1662394",
"MGYA00083225","3.0","ERS1372604","MGYS00001282","metagenomic",,"ERR1664680",
"MGYA00133848","3.0","ERS490053","MGYS00001918","metagenomic",,"ERR594359",
"MGYA00083204","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662381",
"MGYA00083208","3.0","ERS1372605","MGYS00001282","metagenomic",,"ERR1664690",
"MGYA00104097","3.0","ERS614329","MGYS00001609","metagenomic",,"ERR694144",
"MGYA00134806","3.0","SRS981329","MGYS00001932","metagenomic",,"SRR2090064",
"MGYA00133926","3.0","ERS493684","MGYS00001918","metagenomic",,"ERR599340",
"MGYA00083374","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662512",
"MGYA00133842","3.0","ERS488867","MGYS00001918","metagenomic",,"ERR599379",
"MGYA00083300","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662296",
"MGYA00083170","3.0","ERS1370021","MGYS00001282","metagenomic",,"ERR1662514",
"MGYA00083312","3.0","ERS1370015","MGYS00001282","metagenomic",,"ERR1662438",
"MGYA00126405","3.0","SRS085718","MGYS00000355","metagenomic",,"SRR062191",
"MGYA00083398","3.0","ERS1370015","MGYS00001282","metagenomic",,"ERR1662414",
"MGYA00083383","3.0","ERS1370023","MGYS00001282","metagenomic",,"ERR1662257",
"MGYA00133864","3.0","ERS492692","MGYS00001918","metagenomic",,"ERR599341",
"MGYA00083501","3.0","ERS1370025","MGYS00001282","metagenomic",,"ERR1662317",
"MGYA00126373","3.0","SRS085715","MGYS00000355","metagenomic",,"SRR062188",
"MGYA00103355","3.0","ERS1568963","MGYS00000991","metagenomic",,"ERR1855256",
"MGYA00104189","3.0","ERS614331","MGYS00001609","metagenomic",,"ERR694172",
"MGYA00083242","3.0","ERS1372604","MGYS00001282","metagenomic",,"ERR1664674",
"MGYA00126335","3.0","SRS085720","MGYS00000355","metagenomic",,"SRR062193",
"MGYA00083218","3.0","ERS1370022","MGYS00001282","metagenomic",,"ERR1662251",
"MGYA00083394","3.0","ERS1372612","MGYS00001282","metagenomic",,"ERR1664726",
"MGYA00103994","3.0","ERS714918","MGYS00001608","metagenomic",,"ERR868114",
"MGYA00102602","3.0","SRS1044031","MGYS00001539","metagenomic",,"SRR2135717",
"MGYA00083436","3.0","ERS1370015","MGYS00001282","metagenomic",,"ERR1662435",
"MGYA00126366","3.0","SRS085705","MGYS00000355","metagenomic",,"SRR062178",
"MGYA00126425","3.0","SRS085772","MGYS00000355","metagenomic",,"SRR062249",
"MGYA00083410","3.0","ERS1370014","MGYS00001282","metagenomic",,"ERR1662410",
"MGYA00083157","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662389",
"MGYA00083341","3.0","ERS1370027","MGYS00001282","metagenomic",,"ERR1662351",
"MGYA00083183","3.0","ERS1370022","MGYS00001282","metagenomic",,"ERR1662249",
"MGYA00104184","3.0","ERS614325","MGYS00001609","metagenomic",,"ERR694204",
"MGYA00133868","3.0","ERS488813","MGYS00001918","metagenomic",,"ERR594400",
"MGYA00133880","3.0","ERS492198","MGYS00001918","metagenomic",,"ERR594380",
"MGYA00083248","3.0","ERS1370014","MGYS00001282","metagenomic",,"ERR1662400",
"MGYA00104086","3.0","ERS614333","MGYS00001609","metagenomic",,"ERR694178",
"MGYA00083385","3.0","ERS1370024","MGYS00001282","metagenomic",,"ERR1662276",
"MGYA00085842","3.0","ERS1396364","MGYS00001320","metagenomic",,"ERR1739697",
"MGYA00104129","3.0","ERS614323","MGYS00001609","metagenomic",,"ERR694210",
"MGYA00104205","3.0","ERS614333","MGYS00001609","metagenomic",,"ERR694180",
